CGPA,Internship,Paid_Internship,Projects,Workshop_Certification,Aptitude_Score,Skills_Rating,Placement_Training,SSC_Marks,Gender,Placement_Status
6.96,1,0,2,2,100.0,6.36,Not Attended,84.03,Male,Not Placed
7.22,0,0,2,3,91.08,4.93,Not Attended,60.0,Male,Not Placed
7.22,1,1,4,7,67.34,7.62,Not Attended,67.02,Female,Placed
7.21,0,0,3,7,63.94,6.52,Attended,71.96,Male,Placed
7.57,1,0,2,5,88.42,7.67,Attended,89.68,Male,Placed
6.0,0,0,1,2,50.35,4.63,Not Attended,67.42,Male,Not Placed
8.3,0,0,1,8,67.82,8.37,Attended,76.25,Male,Placed
6.11,0,0,1,1,59.59,7.09,Not Attended,75.34,Male,Not Placed
6.0,2,0,1,2,40.8,6.36,Attended,76.64,Male,Not Placed
8.38,0,0,5,5,82.05,8.29,Not Attended,60.0,Male,Placed
7.29,0,0,3,3,44.74,4.93,Not Attended,88.09,Male,Not Placed
9.34,1,0,3,2,10.53,7.7,Attended,82.89,Male,Not Placed
8.73,1,0,5,5,70.71,8.52,Not Attended,82.43,Female,Placed
8.37,1,1,5,6,64.89,6.0,Attended,67.5,Male,Placed
7.09,1,0,3,7,79.88,8.94,Attended,84.72,Male,Placed
8.17,1,1,5,5,63.54,9.51,Attended,61.45,Female,Placed
6.72,0,0,1,4,54.41,5.5,Not Attended,70.3,Male,Not Placed
8.2,0,0,3,8,62.78,2.76,Attended,77.0,Male,Placed
7.82,2,0,1,5,60.96,7.53,Attended,72.52,Male,Placed
7.15,0,0,3,3,54.45,5.88,Not Attended,62.73,Male,Not Placed
8.43,0,0,5,6,76.02,6.17,Attended,71.2,Male,Placed
8.19,1,1,2,4,49.94,4.8,Not Attended,62.56,Male,Not Placed
6.55,1,0,1,2,24.65,6.5,Not Attended,87.91,Female,Not Placed
9.55,1,1,1,2,78.22,6.31,Not Attended,70.81,Male,Not Placed
7.91,0,0,2,0,48.02,4.92,Not Attended,84.93,Male,Not Placed
6.74,1,0,5,6,65.75,7.16,Attended,83.41,Female,Placed
8.3,0,0,3,7,45.99,7.51,Attended,70.58,Male,Placed
6.28,0,0,4,4,55.98,4.63,Not Attended,92.3,Male,Not Placed
8.37,1,0,5,7,90.14,7.0,Attended,78.13,Male,Placed
8.1,0,0,5,7,65.88,8.11,Attended,83.99,Male,Placed
7.44,0,0,3,2,80.29,4.73,Attended,60.0,Male,Not Placed
10.0,0,0,5,6,45.23,6.53,Not Attended,77.15,Female,Placed
6.99,0,0,2,1,54.84,6.29,Attended,60.0,Female,Not Placed
8.56,0,0,1,1,47.76,5.4,Not Attended,72.83,Male,Not Placed
7.75,0,0,2,2,64.39,6.01,Attended,65.88,Male,Not Placed
7.83,1,0,2,4,59.2,5.38,Not Attended,73.77,Male,Not Placed
7.26,0,0,1,4,72.64,3.06,Not Attended,62.24,Female,Not Placed
6.0,0,0,3,2,63.35,5.22,Not Attended,60.0,Male,Not Placed
7.7,0,0,5,6,75.66,6.8,Attended,79.99,Male,Placed
9.04,1,0,3,5,69.21,7.4,Attended,60.0,Male,Placed
6.0,0,0,1,2,85.82,5.16,Not Attended,60.0,Male,Not Placed
7.83,1,0,1,1,23.1,5.12,Not Attended,64.83,Male,Not Placed
8.63,0,0,5,5,82.88,4.87,Attended,78.05,Male,Placed
8.53,1,0,1,7,57.48,9.36,Attended,95.0,Female,Placed
8.37,0,0,5,6,49.9,8.29,Attended,80.52,Female,Placed
7.13,1,0,4,6,55.24,5.97,Not Attended,70.89,Male,Placed
7.71,0,0,2,1,61.74,3.03,Not Attended,60.0,Male,Not Placed
7.91,1,0,2,3,68.8,5.9,Not Attended,76.08,Female,Not Placed
9.04,0,0,3,7,56.66,8.44,Not Attended,72.13,Female,Placed
9.1,1,0,2,1,47.86,6.34,Not Attended,78.75,Male,Not Placed
7.72,1,1,5,4,71.07,5.66,Attended,66.47,Female,Placed
6.71,1,1,2,1,71.33,8.03,Attended,60.0,Male,Not Placed
8.65,0,0,5,5,77.54,7.02,Attended,70.62,Female,Placed
7.63,0,0,4,4,69.66,8.3,Attended,79.03,Female,Placed
8.44,0,0,4,7,60.09,6.8,Not Attended,65.67,Male,Placed
8.08,1,0,4,5,58.26,8.55,Attended,72.96,Female,Placed
9.26,0,0,4,7,85.52,7.32,Attended,67.44,Male,Placed
7.65,0,0,5,7,53.73,5.81,Attended,69.83,Male,Placed
9.49,1,0,4,6,33.1,6.43,Attended,75.85,Male,Placed
8.89,0,0,1,8,75.31,7.71,Attended,85.71,Male,Placed
7.56,1,1,1,5,75.17,7.44,Attended,76.53,Male,Placed
7.13,0,0,4,4,58.3,8.51,Not Attended,83.66,Female,Not Placed
6.97,1,0,2,2,85.44,5.0,Not Attended,72.92,Male,Not Placed
7.65,0,0,2,1,64.52,6.08,Not Attended,76.69,Male,Not Placed
6.92,0,0,3,3,81.46,6.96,Attended,60.0,Male,Not Placed
8.55,2,0,3,8,63.54,10.0,Attended,87.21,Male,Placed
8.26,0,0,3,8,81.7,6.91,Attended,78.78,Male,Placed
8.81,0,0,5,6,71.28,5.02,Attended,79.72,Male,Placed
6.61,1,1,1,3,60.45,5.02,Not Attended,73.9,Male,Not Placed
9.32,0,0,3,3,55.06,7.39,Not Attended,77.96,Male,Not Placed
7.01,0,0,5,6,64.02,5.43,Attended,90.51,Male,Placed
7.92,0,0,5,7,38.92,6.99,Attended,76.86,Male,Placed
6.54,0,0,1,6,74.16,5.46,Not Attended,78.42,Male,Placed
6.62,0,0,3,1,77.9,7.07,Not Attended,78.71,Male,Not Placed
8.31,2,0,2,2,58.08,4.1,Not Attended,77.52,Male,Not Placed
10.0,1,0,4,7,72.44,7.81,Attended,80.48,Female,Placed
9.33,0,0,4,5,70.93,8.22,Attended,70.54,Male,Placed
8.12,0,0,3,2,60.68,4.85,Not Attended,60.56,Male,Not Placed
7.51,1,0,2,3,31.67,8.35,Not Attended,73.34,Male,Not Placed
7.59,0,0,4,5,84.9,8.81,Attended,89.49,Male,Placed
8.88,0,0,3,3,63.71,6.73,Not Attended,79.35,Male,Not Placed
8.13,0,0,1,6,62.83,6.71,Attended,81.11,Male,Placed
6.86,0,0,1,1,41.09,6.98,Not Attended,77.11,Female,Not Placed
7.56,1,0,3,1,51.75,5.09,Not Attended,62.63,Female,Not Placed
6.0,1,0,1,7,64.7,6.81,Attended,85.04,Male,Placed
6.75,1,1,5,6,76.03,7.85,Attended,67.05,Male,Placed
6.85,1,0,2,0,40.62,4.95,Not Attended,74.07,Male,Not Placed
6.92,0,0,3,8,63.9,4.23,Attended,73.27,Female,Placed
8.03,0,0,1,0,99.97,2.64,Attended,65.02,Male,Not Placed
7.2,0,0,3,3,45.21,6.88,Attended,60.0,Male,Not Placed
7.74,0,0,3,2,48.95,5.09,Not Attended,79.03,Male,Not Placed
8.15,0,0,5,5,57.68,4.62,Attended,78.5,Male,Placed
8.56,0,0,3,5,35.27,5.62,Not Attended,70.55,Male,Placed
7.56,1,0,1,0,65.15,7.17,Attended,67.07,Male,Not Placed
7.33,0,0,4,7,46.55,7.82,Not Attended,87.47,Male,Placed
8.51,1,0,2,4,53.67,3.64,Attended,60.0,Male,Not Placed
7.26,0,0,5,2,72.44,3.22,Attended,77.22,Female,Not Placed
8.94,0,0,1,8,86.22,7.97,Attended,62.18,Female,Placed
7.05,0,0,3,0,58.31,4.76,Not Attended,65.54,Male,Not Placed
10.0,0,0,4,8,89.86,5.33,Not Attended,72.76,Male,Placed
7.28,1,1,2,7,88.7,8.23,Attended,83.25,Female,Placed
8.01,1,0,3,2,65.62,3.56,Attended,72.91,Male,Not Placed
7.76,0,0,5,0,87.28,4.83,Attended,60.0,Male,Not Placed
7.89,0,0,5,8,59.85,4.67,Attended,78.27,Male,Placed
6.0,0,0,2,3,55.83,7.31,Not Attended,82.21,Male,Not Placed
8.8,1,1,4,7,70.76,5.83,Not Attended,66.66,Male,Placed
7.59,0,0,5,8,59.4,6.51,Attended,60.04,Female,Placed
7.76,0,0,1,7,83.27,6.15,Attended,82.11,Male,Placed
7.92,1,0,2,4,63.02,6.3,Attended,75.7,Male,Not Placed
6.81,1,0,3,6,100.0,7.88,Attended,73.85,Male,Placed
7.4,1,0,4,6,53.5,7.99,Attended,82.72,Female,Placed
8.68,0,0,2,7,85.41,5.53,Attended,84.12,Female,Placed
6.67,0,0,1,4,41.53,4.31,Attended,95.0,Male,Not Placed
6.0,2,0,4,6,79.17,5.09,Attended,81.98,Female,Placed
9.3,0,0,4,6,25.7,9.38,Attended,64.48,Male,Placed
7.78,1,1,4,8,60.84,7.06,Attended,93.59,Male,Placed
6.78,0,0,5,3,49.06,6.78,Attended,83.63,Male,Not Placed
8.65,0,0,3,1,85.29,6.37,Not Attended,67.92,Male,Not Placed
7.92,2,0,5,8,36.97,6.84,Attended,82.6,Female,Placed
7.76,0,0,2,1,83.46,5.02,Attended,68.64,Male,Not Placed
8.25,1,0,1,5,95.9,4.5,Attended,60.0,Male,Placed
9.53,0,0,1,1,62.37,6.06,Attended,69.41,Male,Not Placed
7.61,1,0,4,6,85.51,7.49,Attended,78.21,Male,Placed
6.88,0,0,3,6,100.0,8.09,Attended,78.71,Female,Placed
6.8,1,0,4,6,40.77,10.0,Attended,66.25,Male,Placed
6.95,0,0,1,2,74.72,6.74,Attended,68.58,Female,Not Placed
7.77,0,0,3,3,78.05,5.33,Attended,78.36,Male,Not Placed
7.37,1,1,3,6,55.92,9.44,Attended,80.98,Male,Placed
7.32,1,0,2,2,44.34,3.59,Attended,73.9,Male,Not Placed
8.89,1,1,5,6,82.6,8.6,Attended,61.94,Male,Placed
7.98,0,0,5,5,74.82,7.76,Attended,69.72,Male,Placed
8.67,0,0,4,5,40.86,8.76,Attended,85.39,Female,Placed
7.9,1,0,3,6,76.23,8.49,Not Attended,71.15,Female,Placed
6.31,0,0,2,2,81.55,4.28,Not Attended,60.0,Male,Not Placed
9.5,1,1,5,7,43.02,6.03,Attended,71.11,Male,Placed
7.44,1,1,5,7,59.77,6.76,Attended,85.56,Male,Placed
7.91,0,0,4,7,48.4,5.5,Not Attended,62.35,Female,Placed
7.78,1,0,3,7,59.31,7.18,Attended,75.58,Male,Placed
8.71,0,0,3,7,65.4,8.19,Attended,71.23,Male,Placed
7.84,0,0,5,8,41.35,7.71,Attended,83.16,Male,Placed
7.48,0,0,1,6,74.16,5.88,Attended,74.93,Female,Placed
7.84,0,0,1,7,58.29,8.2,Attended,91.32,Male,Placed
10.0,0,0,4,6,90.23,5.7,Attended,81.91,Male,Placed
8.04,0,0,4,5,80.12,7.92,Attended,63.93,Male,Placed
6.12,1,0,5,6,62.38,8.76,Attended,73.98,Female,Placed
8.3,1,0,2,3,26.28,4.83,Attended,78.93,Male,Not Placed
7.53,0,0,4,8,62.98,7.14,Attended,73.31,Female,Placed
7.3,0,0,3,1,42.77,4.38,Attended,74.0,Male,Not Placed
7.94,0,0,4,6,67.58,8.9,Attended,76.46,Female,Placed
8.3,0,0,5,6,73.45,9.61,Not Attended,80.72,Female,Placed
8.62,1,0,5,5,75.54,7.82,Attended,72.32,Male,Placed
8.25,0,0,3,6,95.9,8.21,Attended,82.02,Female,Placed
8.77,0,0,3,6,17.6,9.12,Attended,91.34,Female,Placed
6.87,1,0,2,3,59.68,3.1,Not Attended,66.68,Female,Not Placed
7.67,0,0,2,6,51.7,5.92,Not Attended,68.46,Male,Placed
8.61,0,0,1,8,67.72,6.58,Not Attended,70.56,Male,Placed
6.0,0,0,2,5,57.77,5.99,Not Attended,77.93,Male,Not Placed
7.39,1,0,5,6,87.81,4.7,Attended,78.83,Male,Placed
6.63,1,0,4,1,71.36,5.05,Not Attended,73.25,Male,Not Placed
7.71,2,1,4,8,85.42,5.06,Attended,87.38,Female,Placed
7.75,0,0,3,4,56.79,4.54,Not Attended,70.3,Female,Not Placed
6.09,0,0,3,6,65.1,6.57,Attended,70.88,Female,Placed
6.8,0,0,5,8,57.45,7.11,Attended,78.06,Female,Placed
7.53,0,0,3,2,90.85,8.82,Not Attended,84.14,Male,Not Placed
8.63,2,0,4,7,75.37,8.89,Not Attended,86.29,Male,Placed
6.61,0,0,3,5,85.2,8.35,Attended,93.36,Male,Placed
7.55,1,0,3,2,76.24,8.64,Attended,77.81,Male,Not Placed
8.31,1,0,4,5,54.24,6.21,Attended,77.3,Male,Placed
8.83,2,1,3,5,68.76,5.48,Not Attended,81.24,Female,Placed
8.41,0,0,1,4,69.58,3.67,Attended,67.06,Male,Not Placed
8.45,1,0,5,6,77.13,6.55,Attended,93.59,Female,Placed
7.13,0,0,3,2,53.2,3.48,Attended,67.13,Male,Not Placed
6.45,0,0,2,4,58.74,7.08,Not Attended,66.72,Male,Not Placed
8.28,0,0,4,7,75.42,8.78,Attended,69.26,Male,Placed
7.89,0,0,1,5,79.26,7.05,Attended,78.94,Female,Placed
7.95,1,0,3,8,58.36,6.8,Attended,66.8,Female,Placed
8.05,0,0,2,7,82.29,6.53,Attended,69.69,Male,Placed
9.27,0,0,2,4,45.19,5.93,Not Attended,77.69,Female,Not Placed
9.69,0,0,4,5,45.1,5.41,Attended,69.36,Male,Placed
8.23,1,0,3,5,67.28,7.34,Not Attended,60.0,Male,Placed
6.0,0,0,3,4,88.69,5.4,Not Attended,60.0,Male,Not Placed
8.16,0,0,1,1,71.78,6.65,Not Attended,64.02,Male,Not Placed
8.47,1,0,5,5,20.09,7.39,Not Attended,74.56,Male,Placed
6.94,0,0,4,5,71.21,5.08,Attended,71.24,Male,Placed
6.38,0,0,1,0,54.99,5.87,Attended,85.54,Male,Not Placed
8.18,1,0,3,1,37.08,2.87,Not Attended,67.74,Female,Not Placed
7.02,1,1,1,6,81.27,6.91,Attended,69.13,Male,Placed
8.63,0,0,4,6,82.15,6.4,Attended,73.26,Male,Placed
7.08,0,0,4,6,53.39,7.01,Attended,66.24,Male,Placed
9.14,2,1,4,6,79.68,7.31,Attended,76.85,Female,Placed
7.76,1,1,3,6,68.74,5.78,Attended,74.59,Male,Placed
9.53,0,0,3,0,45.81,8.14,Not Attended,60.87,Male,Not Placed
7.26,0,0,2,1,31.15,7.18,Not Attended,73.45,Male,Not Placed
6.91,1,1,1,5,41.43,5.66,Attended,60.0,Female,Not Placed
8.05,2,1,4,7,73.52,8.02,Attended,68.7,Male,Placed
7.47,1,1,3,0,62.23,8.6,Attended,72.51,Male,Not Placed
6.35,0,0,1,1,43.0,6.23,Not Attended,72.17,Male,Not Placed
6.0,0,0,5,3,36.21,4.38,Not Attended,65.45,Male,Not Placed
8.72,0,0,4,6,60.07,6.45,Attended,69.64,Female,Placed
8.77,2,0,5,6,72.91,6.24,Attended,91.15,Male,Placed
6.34,1,0,1,3,67.04,7.83,Not Attended,61.73,Male,Not Placed
7.39,1,0,5,8,57.16,4.87,Attended,61.46,Male,Placed
6.76,1,0,2,2,39.98,5.41,Not Attended,80.47,Male,Not Placed
8.68,0,0,1,7,90.78,5.55,Attended,84.52,Male,Placed
7.99,0,0,2,0,35.95,4.37,Not Attended,65.95,Male,Not Placed
6.12,1,0,1,1,60.02,5.45,Not Attended,86.88,Male,Not Placed
6.0,0,0,2,2,66.95,1.09,Not Attended,68.18,Male,Not Placed
8.08,1,1,5,8,67.8,7.2,Attended,72.35,Male,Placed
6.74,2,0,1,1,38.67,7.54,Not Attended,71.53,Male,Not Placed
7.39,1,0,4,5,73.11,4.75,Not Attended,69.81,Female,Placed
8.18,1,1,4,5,87.17,7.3,Attended,60.0,Male,Placed
6.71,1,1,3,1,30.92,5.0,Attended,95.0,Male,Not Placed
9.29,0,0,4,7,62.45,4.22,Attended,69.9,Male,Placed
7.33,0,0,4,7,81.67,6.08,Attended,76.54,Male,Placed
8.13,0,0,5,7,75.82,5.89,Attended,68.09,Male,Placed
8.03,1,0,3,2,51.87,5.69,Not Attended,88.09,Male,Not Placed
6.08,0,0,2,7,77.43,7.86,Attended,95.0,Male,Placed
7.04,1,0,2,0,68.15,7.77,Not Attended,71.31,Male,Not Placed
8.95,2,0,5,7,62.47,7.4,Attended,73.15,Male,Placed
7.61,1,0,5,7,63.41,7.1,Attended,76.19,Male,Placed
6.78,0,0,3,1,96.9,5.94,Attended,68.4,Female,Not Placed
7.47,1,0,5,5,95.71,9.06,Attended,75.42,Male,Placed
8.32,0,0,1,1,48.55,5.25,Not Attended,67.98,Male,Not Placed
8.07,1,1,5,5,73.27,8.81,Attended,76.52,Female,Placed
9.71,0,0,4,8,65.26,7.2,Attended,87.87,Male,Placed
8.19,1,0,3,2,69.68,7.46,Not Attended,87.91,Male,Not Placed
7.91,1,1,1,3,38.85,2.67,Not Attended,61.65,Male,Not Placed
9.35,0,0,5,7,66.07,5.4,Attended,91.4,Male,Placed
7.76,0,0,2,6,80.62,8.26,Attended,72.8,Female,Placed
6.0,2,0,3,1,54.2,7.25,Not Attended,60.0,Male,Not Placed
7.4,0,0,4,6,84.8,6.41,Attended,66.99,Female,Placed
7.51,0,0,3,2,39.8,7.02,Attended,82.88,Male,Not Placed
9.16,0,0,4,5,54.47,6.81,Attended,67.66,Male,Placed
7.34,1,0,4,8,67.56,5.44,Attended,72.51,Male,Placed
7.93,0,0,1,2,58.0,7.87,Not Attended,66.05,Male,Not Placed
8.75,1,0,3,7,76.6,6.88,Not Attended,84.04,Male,Placed
8.04,1,0,1,6,55.84,5.74,Attended,60.64,Female,Placed
8.25,1,1,1,1,46.21,7.81,Not Attended,88.62,Male,Not Placed
9.36,1,0,5,6,61.42,7.03,Attended,60.57,Female,Placed
7.37,1,0,5,7,75.91,6.77,Not Attended,83.74,Female,Placed
9.18,2,0,4,7,91.74,6.33,Attended,76.19,Male,Placed
8.4,0,0,3,7,69.02,6.02,Attended,77.67,Male,Placed
8.14,0,0,5,8,58.09,6.07,Attended,77.6,Male,Placed
7.77,1,1,5,5,65.38,3.82,Attended,65.0,Male,Placed
6.44,1,1,3,8,89.0,6.68,Attended,87.09,Male,Placed
8.26,1,0,2,2,47.04,4.36,Not Attended,71.38,Male,Not Placed
6.7,0,0,1,3,54.21,3.83,Not Attended,81.68,Male,Not Placed
9.86,0,0,1,7,98.92,7.33,Attended,67.4,Female,Placed
7.25,0,0,1,1,50.5,8.03,Attended,78.51,Male,Not Placed
8.42,0,0,3,3,67.2,5.61,Not Attended,78.87,Male,Not Placed
6.63,0,0,5,7,66.48,6.03,Not Attended,85.26,Female,Placed
7.58,0,0,1,1,56.15,4.48,Attended,60.66,Male,Not Placed
7.53,0,0,5,8,95.6,6.97,Not Attended,80.28,Male,Placed
6.76,1,0,1,2,43.85,4.92,Attended,68.2,Male,Not Placed
8.28,0,0,2,1,59.27,6.92,Attended,60.0,Male,Not Placed
6.93,0,0,3,7,50.33,7.8,Attended,60.0,Male,Placed
9.61,0,0,4,7,70.02,8.67,Attended,77.55,Male,Placed
9.31,2,0,3,7,59.7,4.66,Attended,75.57,Male,Placed
8.01,1,0,2,5,61.22,7.95,Attended,73.09,Male,Placed
9.27,0,0,5,7,74.13,5.58,Attended,60.88,Male,Placed
7.65,1,0,3,2,90.56,5.69,Attended,79.6,Male,Not Placed
8.49,1,0,5,5,83.7,6.97,Attended,73.19,Male,Placed
9.87,1,0,4,4,80.08,5.82,Not Attended,72.86,Male,Placed
7.97,1,0,2,1,57.03,1.0,Not Attended,83.66,Male,Not Placed
7.68,0,0,4,6,70.15,5.51,Attended,69.71,Female,Placed
7.66,1,1,2,1,61.52,3.22,Not Attended,78.38,Male,Not Placed
6.77,1,0,1,1,70.18,4.99,Attended,60.0,Female,Not Placed
6.9,1,1,2,5,63.72,7.54,Attended,95.0,Male,Placed
8.81,0,0,1,8,69.92,7.38,Attended,72.09,Male,Placed
6.8,0,0,3,6,57.54,6.95,Attended,86.9,Female,Placed
7.12,1,0,4,5,93.75,7.7,Attended,88.26,Female,Placed
7.97,0,0,4,8,92.51,5.06,Attended,67.89,Male,Placed
9.53,1,0,3,7,80.24,2.92,Attended,70.33,Female,Placed
6.14,1,0,3,2,27.84,7.08,Attended,79.05,Male,Not Placed
8.6,0,0,4,8,73.83,6.31,Attended,69.92,Female,Placed
7.47,1,1,1,4,71.31,5.02,Attended,69.79,Male,Not Placed
8.27,1,0,5,6,100.0,4.35,Attended,69.03,Male,Placed
8.14,0,0,5,1,35.58,4.33,Not Attended,65.72,Male,Not Placed
9.44,1,0,4,6,59.29,9.45,Attended,80.59,Male,Placed
6.4,0,0,1,0,16.09,1.43,Not Attended,87.12,Male,Not Placed
9.67,0,0,4,5,62.63,6.23,Attended,74.47,Male,Placed
8.29,1,0,4,3,63.02,8.65,Not Attended,68.96,Male,Not Placed
7.62,0,0,2,6,63.46,7.55,Attended,79.51,Male,Placed
8.13,0,0,3,7,61.14,6.79,Attended,74.89,Male,Placed
8.46,1,1,4,6,58.06,8.87,Attended,71.4,Male,Placed
8.47,0,0,4,6,92.81,8.29,Attended,68.19,Female,Placed
6.46,0,0,5,1,53.31,5.9,Not Attended,64.06,Male,Not Placed
8.06,0,0,2,0,71.33,9.37,Attended,74.42,Male,Not Placed
6.74,0,0,3,6,55.17,7.52,Attended,75.95,Female,Placed
8.94,1,1,1,5,66.58,6.51,Not Attended,61.81,Male,Placed
8.54,0,0,5,6,67.21,7.04,Attended,95.0,Male,Placed
9.07,0,0,5,8,69.13,8.63,Attended,68.13,Male,Placed
9.52,0,0,4,7,70.21,5.67,Not Attended,78.55,Male,Placed
8.13,0,0,5,8,64.44,6.73,Attended,76.03,Male,Placed
9.08,0,0,3,8,62.48,5.11,Attended,69.76,Male,Placed
8.2,1,0,4,6,72.33,9.56,Attended,84.22,Male,Placed
6.04,0,0,1,3,45.27,4.22,Not Attended,85.02,Male,Not Placed
8.61,0,0,3,6,79.09,7.85,Attended,71.62,Female,Placed
8.8,0,0,5,8,43.96,5.41,Attended,62.83,Male,Placed
8.67,0,0,1,0,40.55,6.94,Not Attended,64.89,Male,Not Placed
8.13,1,0,5,8,99.67,7.41,Attended,91.41,Female,Placed
8.31,0,0,5,8,99.0,4.54,Attended,74.66,Male,Placed
7.45,1,0,5,6,51.08,7.56,Attended,89.03,Male,Placed
7.51,0,0,1,1,66.41,6.19,Attended,77.97,Male,Not Placed
7.34,0,0,5,7,98.36,6.78,Attended,60.0,Female,Placed
7.05,1,0,2,5,98.15,7.91,Attended,73.02,Male,Placed
6.86,1,1,4,6,72.92,7.26,Attended,89.84,Male,Placed
9.88,0,0,4,4,39.9,4.82,Attended,71.44,Male,Placed
8.26,2,0,1,8,76.7,7.01,Attended,94.32,Male,Placed
7.98,0,0,3,0,75.84,3.41,Not Attended,88.54,Male,Not Placed
7.26,0,0,4,6,69.84,6.87,Attended,75.04,Male,Placed
7.67,0,0,5,7,79.79,7.38,Attended,95.0,Male,Placed
8.36,0,0,5,7,65.7,7.55,Attended,75.17,Male,Placed
9.25,0,0,3,7,60.2,4.6,Attended,67.26,Female,Placed
6.76,1,1,2,0,64.24,4.35,Attended,77.46,Male,Not Placed
7.71,0,0,2,6,84.74,5.67,Attended,78.34,Male,Placed
6.0,0,0,1,3,46.94,3.34,Not Attended,66.88,Male,Not Placed
8.2,0,0,4,5,59.36,6.12,Attended,69.05,Male,Placed
7.43,0,0,5,8,66.53,8.12,Attended,84.49,Male,Placed
9.17,0,0,1,1,66.14,5.56,Not Attended,61.1,Female,Not Placed
8.33,0,0,3,8,52.67,7.58,Attended,72.69,Male,Placed
8.58,0,0,3,6,70.43,6.47,Attended,79.19,Male,Placed
7.61,0,0,1,3,61.75,4.43,Attended,60.0,Male,Not Placed
7.24,0,0,3,7,87.24,6.71,Attended,68.52,Male,Placed
7.8,1,0,1,1,71.24,5.22,Attended,68.75,Male,Not Placed
6.07,1,0,1,0,85.95,6.58,Not Attended,95.0,Male,Not Placed
6.0,0,0,3,6,70.46,7.16,Attended,70.46,Male,Placed
8.72,0,0,4,5,58.74,9.62,Attended,77.74,Male,Placed
8.59,1,0,4,7,59.29,5.74,Attended,60.0,Male,Placed
7.15,0,0,3,7,65.0,6.91,Attended,60.0,Female,Placed
7.25,0,0,2,3,53.45,5.22,Not Attended,74.58,Male,Not Placed
7.6,0,0,1,1,46.53,4.99,Attended,73.49,Male,Not Placed
7.81,1,0,3,6,50.63,6.61,Not Attended,74.49,Male,Placed
9.84,0,0,3,7,60.63,5.66,Attended,81.38,Male,Placed
8.09,0,0,1,7,81.07,5.66,Attended,83.93,Male,Placed
8.98,0,0,5,8,100.0,5.64,Attended,77.11,Female,Placed
6.99,0,0,3,2,75.44,4.64,Attended,74.85,Male,Not Placed
8.72,1,0,1,5,81.95,7.8,Not Attended,92.45,Male,Placed
8.25,1,0,5,4,50.88,5.89,Not Attended,66.87,Female,Not Placed
6.0,0,0,3,4,59.84,6.0,Not Attended,61.65,Male,Not Placed
7.17,0,0,2,0,29.03,5.23,Attended,79.4,Male,Not Placed
7.49,0,0,4,7,52.24,8.07,Attended,70.55,Male,Placed
7.05,0,0,5,2,89.47,6.26,Attended,71.0,Male,Not Placed
6.39,1,0,3,6,45.55,7.38,Attended,75.2,Male,Placed
9.64,0,0,2,0,76.95,3.6,Not Attended,83.04,Male,Not Placed
6.08,0,0,4,6,53.85,5.07,Attended,83.11,Male,Placed
8.17,0,0,4,6,59.63,8.49,Attended,61.17,Female,Placed
8.75,0,0,5,7,69.14,6.29,Attended,81.13,Female,Placed
6.75,0,0,3,8,57.35,5.18,Not Attended,63.13,Male,Placed
8.31,1,0,1,5,73.07,6.23,Attended,63.52,Female,Placed
8.77,1,1,2,2,65.88,5.78,Not Attended,73.67,Male,Not Placed
8.61,1,1,4,7,97.69,7.79,Not Attended,61.78,Female,Placed
7.61,0,0,5,7,66.04,3.72,Attended,60.0,Male,Placed
7.66,1,0,3,7,67.27,7.29,Not Attended,72.96,Male,Placed
6.81,1,0,4,8,89.14,5.57,Attended,70.08,Female,Placed
8.0,0,0,3,5,75.26,7.96,Attended,73.23,Female,Placed
8.73,0,0,5,6,72.87,7.07,Attended,85.84,Female,Placed
7.33,1,0,2,7,63.85,5.73,Attended,85.93,Male,Placed
7.88,2,0,4,8,75.13,7.4,Attended,84.49,Female,Placed
9.22,1,0,5,6,80.0,8.22,Attended,77.43,Female,Placed
7.78,1,0,5,7,84.28,8.29,Attended,78.6,Female,Placed
6.63,0,0,2,1,83.0,8.25,Attended,74.89,Male,Not Placed
8.73,0,0,2,7,67.47,8.18,Attended,69.61,Female,Placed
8.05,0,0,4,8,70.37,7.79,Attended,78.86,Male,Placed
8.64,0,0,5,6,99.65,6.35,Attended,83.12,Female,Placed
9.13,0,0,5,7,60.36,6.69,Not Attended,85.03,Female,Placed
7.2,1,0,3,4,77.82,4.41,Attended,60.0,Male,Not Placed
7.32,1,1,3,2,54.63,5.45,Not Attended,63.83,Male,Not Placed
6.05,1,0,5,8,75.39,7.94,Attended,75.73,Male,Placed
7.1,0,0,3,5,54.95,6.12,Attended,72.34,Male,Placed
9.42,1,0,1,4,66.51,5.34,Not Attended,74.81,Male,Not Placed
7.14,0,0,5,7,92.53,6.93,Attended,74.85,Male,Placed
6.98,0,0,5,8,88.02,7.67,Not Attended,72.62,Male,Placed
6.55,0,0,5,1,58.74,6.83,Attended,60.0,Male,Not Placed
7.05,1,0,2,2,52.93,4.53,Attended,66.65,Male,Not Placed
7.47,0,0,4,3,38.71,5.39,Attended,95.0,Male,Not Placed
7.27,1,0,2,2,20.49,8.34,Not Attended,67.61,Male,Not Placed
8.08,1,0,2,0,48.81,6.46,Not Attended,72.85,Male,Not Placed
7.63,1,1,4,7,62.3,8.23,Attended,68.21,Male,Placed
9.1,0,0,5,7,94.6,6.88,Not Attended,78.79,Male,Placed
6.43,1,0,5,5,72.9,6.55,Attended,72.78,Male,Placed
9.26,0,0,5,1,70.99,2.46,Not Attended,60.0,Male,Not Placed
