C_Cpp,Java,Python,HTML_CSS,UI_UX,Javascript,Numpy_Pandas,Scikit_learn,MERN,Linux,Cloud_Platforms,App_development,Number_of_Contest_attempted,LC_Contest_rating,Leetcode_Medium_problems,Skills_rating
1,0,1,1,0,1,0,1,0,1,0,0,37,1613.0,159,6.97
0,0,0,1,0,1,0,0,0,0,1,1,0,1500.0,160,3.61
1,0,1,0,0,0,1,0,0,0,0,1,0,1500.0,176,4.14
0,1,1,0,0,1,0,0,0,1,0,0,0,1500.0,139,4.24
0,0,1,1,0,1,0,1,0,0,0,0,16,1635.0,162,6.33
0,1,1,1,0,1,1,0,0,1,0,1,5,1473.0,249,9.43
0,1,1,0,0,1,0,0,0,1,1,1,0,1500.0,113,6.71
1,1,0,0,0,1,1,0,0,0,0,0,20,1491.0,179,5.14
0,1,1,0,0,0,1,0,0,1,1,0,2,1662.0,121,6.32
0,0,1,1,0,0,0,0,0,1,0,1,0,1500.0,246,5.49
1,1,1,1,1,1,1,0,1,0,0,0,0,1500.0,200,8.78
0,0,1,1,0,1,1,0,1,0,1,0,43,1901.0,206,10.0
1,0,1,1,1,1,0,1,1,1,0,0,43,1871.0,154,10.0
0,0,1,1,0,0,0,0,0,0,0,0,0,1500.0,210,3.26
1,1,1,1,0,1,0,1,0,0,0,1,0,1500.0,144,8.09
1,0,1,1,0,0,0,0,1,1,0,1,9,1633.0,140,6.99
0,1,1,1,1,0,0,0,0,0,0,1,10,1421.0,194,5.99
0,1,1,0,0,0,0,0,0,1,1,1,3,1504.0,148,6.33
0,0,1,1,0,1,0,0,0,0,0,0,7,1533.0,167,3.55
1,1,0,1,1,0,1,1,0,1,0,0,11,1580.0,130,7.38
0,1,1,0,1,1,1,0,0,0,0,0,44,2000.0,271,10.0
0,0,1,0,0,0,0,0,1,0,0,1,14,1526.0,115,4.02
0,1,1,0,1,1,0,0,1,0,0,0,0,1500.0,205,6.39
0,0,1,0,1,1,0,0,0,0,0,0,13,1500.0,246,5.45
0,1,1,0,0,1,0,0,1,0,0,0,0,1500.0,194,5.62
1,1,1,0,1,0,1,0,0,0,0,1,6,1417.0,166,6.05
0,1,1,0,1,0,0,0,0,1,0,1,6,1411.0,161,5.46
0,1,1,0,0,1,0,0,0,0,0,0,21,1825.0,183,5.75
1,1,1,1,0,0,0,0,0,0,0,1,0,1500.0,208,6.41
1,0,1,1,0,0,0,0,0,0,0,1,34,1779.0,146,6.03
0,1,0,0,0,1,0,0,0,1,0,0,10,1703.0,168,4.49
0,0,1,1,0,1,0,0,0,1,0,0,0,1500.0,268,5.25
0,1,1,0,0,0,0,1,0,1,0,0,0,1500.0,170,4.98
1,1,0,1,0,0,0,0,1,0,1,1,0,1500.0,143,7.79
0,0,0,1,0,1,0,0,1,0,0,0,19,1680.0,130,4.86
1,0,1,0,1,1,0,0,0,0,0,0,0,1500.0,251,4.79
1,1,0,1,0,0,1,0,0,1,0,0,0,1500.0,204,5.38
0,0,1,0,1,0,0,0,1,0,0,1,0,1500.0,243,6.3
0,0,1,0,0,1,0,0,1,1,0,1,7,1388.0,187,6.45
0,1,1,0,1,0,1,0,0,0,0,0,5,1273.0,159,3.04
0,0,1,1,1,1,1,0,0,0,0,0,0,1500.0,182,5.49
0,1,1,0,0,1,0,0,0,0,1,1,43,1662.0,126,7.38
1,0,1,0,0,0,0,0,0,0,0,1,31,1626.0,114,3.72
1,0,1,0,0,1,0,0,1,0,0,1,1,1612.0,165,7.42
1,0,1,0,1,0,0,0,0,0,0,1,5,1695.0,235,6.09
1,1,1,0,1,0,0,0,1,0,0,1,6,1523.0,217,7.75
0,1,1,0,0,1,1,0,0,1,0,0,18,1769.0,238,8.26
0,0,1,0,0,1,1,0,0,0,0,0,4,1406.0,147,3.89
0,1,1,1,0,0,1,0,0,0,0,0,7,1425.0,203,4.55
1,1,0,1,0,0,0,0,0,0,0,1,3,1595.0,154,4.59
1,0,1,1,1,0,1,1,0,0,0,0,19,1664.0,225,7.38
1,1,1,1,0,0,0,0,0,0,0,0,7,1630.0,242,5.21
0,1,0,0,1,1,0,0,1,0,1,0,28,1737.0,197,8.93
0,1,1,1,1,1,1,0,0,0,1,1,0,1500.0,199,9.31
1,1,0,0,1,0,0,0,0,0,0,0,38,1773.0,209,6.03
0,0,1,1,0,0,0,0,0,1,1,0,26,1677.0,231,6.56
1,0,1,1,0,0,1,0,0,0,0,0,26,1756.0,130,5.65
1,1,1,1,0,0,0,0,0,0,1,0,0,1500.0,232,5.55
1,0,1,1,0,0,0,0,0,0,0,1,0,1500.0,134,4.57
0,0,1,1,0,0,0,0,0,0,1,1,48,1965.0,203,8.34
0,0,0,1,0,0,1,0,1,0,0,0,44,1750.0,165,5.4
0,1,0,0,1,1,0,1,0,0,0,0,0,1500.0,236,5.67
0,0,1,1,0,1,0,1,0,0,0,1,4,1471.0,166,6.32
0,1,0,1,0,0,0,1,0,1,1,0,0,1500.0,199,5.89
1,0,1,0,0,1,1,0,0,0,1,0,0,1500.0,175,5.65
1,0,1,1,0,1,0,1,0,1,0,0,0,1500.0,180,7.23
0,1,1,1,0,1,0,1,0,1,0,1,0,1500.0,192,7.81
0,0,0,1,0,1,0,1,0,1,0,1,7,1291.0,206,4.2
0,1,1,1,1,1,0,0,0,1,0,0,0,1500.0,150,5.69
0,0,1,0,1,1,0,0,1,0,1,1,49,1887.0,176,10.0
1,1,0,1,0,0,0,0,0,0,0,1,6,1371.0,149,3.65
0,0,1,0,0,1,0,0,0,1,0,1,2,1013.0,138,2.61
0,1,1,0,0,1,1,0,0,0,0,0,39,2000.0,258,8.38
0,1,1,1,0,1,1,1,0,1,0,0,9,1424.0,138,6.85
1,1,1,0,0,1,0,0,0,0,0,0,0,1500.0,130,3.66
1,1,1,1,0,0,0,0,0,0,0,1,5,1358.0,151,4.19
0,1,0,1,0,1,0,1,1,0,0,0,4,1733.0,260,8.09
0,0,1,1,0,0,0,0,0,0,0,0,19,1464.0,194,3.59
1,1,1,1,0,1,0,1,0,0,0,0,10,1332.0,207,6.26
1,1,1,0,0,1,0,0,0,1,0,0,2,1439.0,278,7.07
0,1,1,1,1,1,0,0,0,0,1,0,5,1425.0,134,6.79
1,0,1,0,0,1,0,0,0,0,0,0,6,1414.0,246,4.17
1,0,0,0,1,0,0,0,1,0,1,0,4,1352.0,174,5.15
1,0,1,1,0,1,0,1,1,0,0,0,0,1500.0,124,6.78
1,0,1,0,0,0,0,1,1,0,0,0,38,1801.0,116,6.57
1,1,1,0,0,1,0,0,0,0,0,0,10,1795.0,211,5.41
0,1,1,1,0,0,1,0,0,0,0,1,5,1258.0,137,4.57
1,1,0,1,1,0,0,0,1,1,1,0,7,1646.0,154,8.61
0,0,0,1,0,1,0,0,1,1,1,0,0,1500.0,178,5.9
1,0,1,1,0,1,1,0,0,1,0,1,6,1740.0,107,8.75
0,1,0,1,0,0,1,0,1,0,1,0,17,1526.0,173,7.29
1,1,1,1,0,1,1,0,1,0,0,1,6,1566.0,114,8.09
1,1,1,0,0,1,0,0,0,1,0,0,5,1481.0,123,4.96
0,1,1,0,0,0,1,0,0,1,0,1,5,1242.0,145,4.3
1,0,1,1,0,1,1,0,0,0,0,0,19,1822.0,134,6.42
0,1,0,1,0,0,1,0,1,0,0,0,18,1635.0,109,5.42
1,0,1,1,1,1,0,0,0,0,0,0,17,1541.0,137,5.15
0,1,1,1,0,0,0,0,0,0,1,0,0,1500.0,229,5.3
0,0,0,1,1,1,1,0,0,1,1,0,8,1301.0,188,5.99
1,0,1,0,0,0,1,0,0,0,1,0,21,1738.0,186,7.11
0,0,0,1,0,0,1,1,0,0,0,0,7,1542.0,220,4.68
1,0,1,1,0,1,1,0,0,1,0,1,21,1750.0,265,9.98
0,0,1,1,0,1,0,0,0,0,1,0,31,1843.0,192,7.9
0,0,0,0,0,1,0,0,1,1,0,0,0,1500.0,269,4.94
0,0,1,0,0,1,1,0,0,1,1,0,1,1338.0,212,5.81
1,0,0,1,0,1,1,0,0,0,0,1,8,1017.0,147,3.22
0,0,1,1,0,0,1,0,0,0,0,0,0,1500.0,243,3.83
0,0,0,1,1,0,1,0,0,0,0,0,43,1863.0,170,5.0
0,0,1,1,1,0,0,0,1,0,1,0,0,1500.0,147,6.44
0,0,1,0,0,0,0,0,0,1,0,1,2,1443.0,135,3.78
1,1,0,0,0,1,1,0,0,1,1,1,50,1974.0,286,10.0
1,1,1,0,0,0,0,0,0,1,0,0,0,1500.0,217,5.44
0,1,0,1,0,0,1,0,0,1,0,0,4,1717.0,199,5.13
1,1,0,1,0,0,1,0,1,0,0,1,1,1452.0,159,6.2
0,0,0,0,0,0,0,0,0,1,0,0,25,1803.0,168,3.03
1,1,0,1,0,0,1,0,0,1,0,0,1,1516.0,204,4.69
1,0,1,0,0,1,0,0,1,0,1,0,0,1500.0,238,7.3
1,1,1,1,0,0,1,0,0,1,0,0,42,1662.0,182,8.67
0,1,1,1,0,1,0,0,0,0,0,0,1,1266.0,204,3.15
1,0,1,0,0,1,1,0,0,1,1,1,16,1783.0,148,9.74
0,0,1,1,1,1,1,0,1,1,0,0,0,1500.0,145,7.84
1,1,1,1,0,1,0,0,1,0,0,0,0,1500.0,166,7.05
0,0,1,1,0,1,1,0,0,0,0,0,24,1558.0,173,6.01
1,0,1,0,0,0,1,0,0,0,0,0,0,1500.0,257,5.06
1,1,1,1,0,0,1,0,0,0,0,0,1,1515.0,149,5.51
1,1,0,1,0,1,1,0,0,0,0,1,21,1506.0,170,7.26
0,0,1,0,1,0,0,0,1,0,0,1,6,1621.0,293,7.73
1,1,1,1,0,0,0,1,0,0,1,0,10,1587.0,134,7.01
0,1,0,0,0,0,0,1,0,0,1,1,0,1500.0,212,6.34
1,1,1,1,0,1,1,0,0,0,0,0,17,1575.0,119,6.29
0,0,0,0,1,0,0,0,0,0,0,0,0,1500.0,222,1.35
0,0,1,1,0,1,0,1,0,1,0,0,25,1799.0,193,8.34
0,0,1,0,0,1,0,0,0,1,0,0,7,1558.0,167,3.77
0,1,1,0,0,0,0,0,0,0,1,1,16,1501.0,241,7.18
0,0,0,0,0,0,1,0,0,0,0,0,0,1500.0,129,1.56
0,1,1,1,0,1,0,0,0,1,1,1,3,1481.0,192,7.76
0,1,0,1,0,0,1,0,0,0,0,0,24,1790.0,248,5.33
1,1,1,0,1,0,0,0,0,1,0,1,39,2000.0,132,9.1
1,1,1,1,1,0,1,0,0,0,0,1,0,1500.0,219,7.99
0,0,1,1,0,1,0,0,0,0,0,0,23,1660.0,211,4.82
0,0,1,0,0,1,0,1,1,1,0,0,0,1500.0,234,6.25
0,1,1,1,0,0,0,1,0,1,1,1,4,1757.0,160,9.61
0,0,0,0,1,1,0,0,1,1,0,0,42,1758.0,234,5.85
1,0,1,1,0,1,0,0,1,1,0,0,43,1646.0,154,8.06
1,0,1,0,1,0,0,0,0,0,0,0,0,1500.0,147,3.84
0,1,1,1,0,0,0,0,1,0,0,0,0,1500.0,207,4.45
0,0,0,1,1,1,0,0,1,0,0,0,0,1500.0,164,4.62
0,1,0,0,1,1,0,0,1,0,0,1,5,1288.0,173,5.29
1,0,0,1,1,1,0,1,0,1,0,0,0,1500.0,280,7.1
1,1,0,0,0,0,1,1,0,0,0,0,2,1468.0,233,5.73
0,0,0,0,0,1,1,0,0,0,0,0,0,1500.0,101,1.34
0,1,0,1,0,1,0,1,0,0,1,0,0,1500.0,173,5.92
1,1,0,0,0,0,0,0,1,0,0,1,37,1821.0,211,7.55
1,0,1,1,0,1,0,0,0,0,0,0,4,1508.0,115,2.89
0,0,1,0,0,0,0,1,0,0,0,0,0,1500.0,202,3.71
0,0,1,1,0,0,1,0,1,0,0,0,9,1439.0,199,6.04
0,0,1,0,0,0,0,1,1,1,0,1,45,2000.0,158,9.72
1,1,1,0,0,1,0,0,0,0,0,1,5,1726.0,160,6.87
0,1,1,1,0,1,0,0,1,0,0,0,9,1368.0,187,6.26
0,1,0,0,0,1,1,0,0,1,1,1,40,1834.0,160,8.94
1,1,1,1,0,1,0,0,0,1,0,0,3,1487.0,223,6.2
0,0,0,1,1,0,1,0,1,0,0,0,10,1652.0,232,6.28
1,0,0,1,0,1,1,1,1,0,1,0,4,1261.0,177,7.61
0,0,0,1,0,1,0,0,0,1,0,1,45,1642.0,216,6.38
0,0,0,1,0,1,0,0,0,0,0,1,6,1327.0,126,2.06
1,0,0,1,0,0,0,0,0,0,1,0,35,2000.0,136,5.21
0,1,1,1,0,1,0,1,0,0,0,1,6,1411.0,173,6.17
1,1,1,1,1,0,0,0,0,1,1,0,10,1671.0,124,7.4
0,0,1,1,0,1,0,0,0,1,1,0,3,1568.0,134,4.75
0,1,0,0,0,1,0,1,0,1,0,1,40,1823.0,245,8.98
1,1,0,0,0,1,0,1,0,0,0,1,9,1664.0,116,5.55
0,1,0,1,0,0,1,0,1,0,1,0,0,1500.0,140,5.33
1,0,1,0,1,0,1,0,0,1,0,1,0,1500.0,154,6.21
0,1,1,0,0,0,0,0,1,0,0,1,10,1365.0,179,4.9
0,0,1,0,1,1,0,0,0,0,0,0,0,1500.0,205,3.26
0,0,1,1,0,1,0,1,0,0,1,0,13,1509.0,168,5.74
0,1,1,1,1,1,1,1,0,0,0,0,1,1127.0,130,5.9
1,0,1,0,0,0,1,0,1,1,1,1,6,1524.0,155,8.6
1,0,0,0,0,0,0,1,1,0,0,0,0,1500.0,140,3.14
0,0,1,1,0,0,0,0,0,0,1,0,0,1500.0,198,5.01
0,0,1,1,0,0,0,0,0,0,1,0,4,1371.0,162,3.13
1,1,0,0,0,1,0,0,0,1,0,0,10,1878.0,174,6.32
1,0,1,0,0,1,1,1,0,1,1,1,0,1500.0,217,9.82
0,1,1,0,0,1,0,0,0,1,0,1,0,1500.0,170,5.95
0,0,1,1,0,0,1,0,0,0,1,0,0,1500.0,167,4.98
0,0,1,1,0,0,0,1,0,1,1,0,32,1778.0,162,6.98
1,0,1,1,0,0,1,0,0,0,0,0,9,1662.0,140,5.95
0,1,1,1,0,1,0,0,0,0,0,1,5,1597.0,252,6.63
0,1,1,1,0,1,0,0,0,0,0,1,43,1868.0,208,8.82
1,1,1,0,0,0,1,0,0,0,0,1,15,1748.0,229,7.39
0,1,1,1,1,0,1,0,0,1,0,0,41,1864.0,112,7.24
0,1,0,0,0,1,1,1,1,1,0,0,8,1601.0,165,8.4
0,1,1,1,1,1,1,0,0,1,0,1,0,1500.0,212,9.5
0,1,0,1,0,0,1,1,0,1,0,1,10,1903.0,150,8.34
0,0,1,1,0,1,0,0,0,0,1,1,0,1500.0,228,7.18
0,1,1,1,0,0,1,0,0,0,0,0,2,1498.0,248,4.68
0,0,0,0,0,1,1,1,0,1,0,0,6,1430.0,189,5.06
1,0,1,1,0,0,0,0,0,1,0,0,0,1500.0,193,4.65
1,1,1,1,0,0,0,0,1,1,0,0,0,1500.0,147,6.59
1,0,1,1,0,0,1,1,1,0,1,0,1,1353.0,146,8.52
0,1,1,1,1,0,1,0,1,1,0,0,27,1707.0,120,7.33
0,0,0,0,1,1,0,0,0,1,0,1,0,1500.0,126,3.97
0,1,0,1,0,1,1,0,0,0,0,0,0,1500.0,180,5.14
0,1,1,0,0,0,1,0,0,1,0,0,25,1717.0,155,5.36
0,0,1,0,0,1,0,1,0,0,0,1,1,1468.0,199,5.81
1,1,1,1,0,0,1,1,0,0,0,0,42,1632.0,234,8.27
0,0,0,1,0,0,0,0,1,1,0,0,3,1140.0,229,2.85
0,1,0,0,0,1,0,0,0,1,0,1,23,1534.0,186,4.93
0,1,0,0,1,1,0,0,0,0,1,0,0,1500.0,133,5.76
1,1,1,1,0,0,1,0,0,1,0,0,0,1500.0,168,5.51
0,1,0,1,0,0,0,0,0,0,0,1,35,1808.0,146,5.13
1,1,1,1,1,1,1,0,0,0,0,0,41,1869.0,132,8.89
0,1,1,1,0,0,0,0,0,0,1,1,12,1638.0,262,8.45
1,1,0,1,0,1,1,0,0,1,1,1,20,1704.0,224,10.0
1,0,1,1,1,1,1,1,1,1,0,0,0,1500.0,216,9.27
0,1,0,1,0,0,1,0,0,0,1,0,18,1555.0,113,4.49
0,0,1,1,0,0,1,0,0,1,1,0,5,1346.0,202,4.52
0,1,0,1,0,1,1,0,0,1,0,0,4,1568.0,215,5.94
0,0,1,0,0,0,0,1,1,0,0,0,7,1553.0,241,6.55
1,1,1,1,1,0,0,1,0,1,0,0,0,1500.0,193,7.23
1,1,1,0,0,1,0,1,1,1,0,1,10,1386.0,134,8.95
1,1,1,1,0,1,1,0,0,0,0,0,0,1500.0,170,6.85
1,1,1,0,0,0,0,0,1,0,0,0,7,1613.0,172,5.47
0,0,1,1,1,1,0,0,0,0,1,1,0,1500.0,219,8.04
0,1,1,0,0,1,1,0,0,1,1,1,10,1693.0,245,10.0
1,0,1,1,0,0,1,1,0,1,0,0,0,1500.0,252,6.23
0,1,1,1,1,0,1,0,1,0,0,1,0,1500.0,161,8.48
1,1,1,0,1,1,0,0,1,1,0,0,0,1500.0,183,7.19
0,0,0,1,0,0,0,0,0,0,0,1,0,1500.0,193,2.34
0,1,0,0,0,0,0,0,0,0,1,0,0,1500.0,219,4.26
1,0,1,1,0,1,0,1,0,1,0,0,0,1500.0,200,6.76
0,1,1,1,0,1,0,0,0,0,0,0,1,1578.0,115,4.05
1,0,0,1,0,1,0,0,0,0,0,0,0,1500.0,177,4.29
1,1,1,0,0,1,0,0,0,0,0,0,42,2000.0,213,7.81
1,0,1,1,0,0,0,0,0,0,0,0,0,1500.0,114,3.29
1,0,1,0,0,0,0,0,1,1,0,0,11,1447.0,119,4.35
1,1,1,1,1,1,0,0,0,0,0,1,6,1637.0,180,8.3
1,1,1,0,0,1,1,0,0,1,1,1,7,1496.0,157,9.44
0,1,1,1,0,1,1,1,0,1,0,0,0,1500.0,186,7.7
0,0,1,1,1,0,1,0,0,0,1,1,0,1500.0,208,6.67
1,1,1,1,0,1,0,0,0,1,0,1,21,1966.0,140,9.42
0,1,1,1,0,0,1,1,0,1,1,0,5,1634.0,121,7.86
0,1,1,1,0,0,1,0,1,0,0,0,4,1554.0,253,6.9
0,1,1,1,0,0,0,0,0,0,0,1,7,1777.0,201,6.55
1,0,1,1,0,0,0,0,0,1,0,0,4,1414.0,222,4.62
1,0,0,1,0,1,0,0,0,0,0,0,25,1782.0,166,4.31
0,1,1,1,0,0,1,1,0,0,1,0,17,1955.0,208,9.85
1,0,1,1,0,0,0,0,0,0,0,0,1,1581.0,231,4.26
1,1,1,1,0,0,1,0,0,0,0,1,25,1722.0,199,7.75
1,1,1,0,0,1,0,0,0,0,1,1,6,1469.0,212,7.42
1,1,1,0,0,1,1,0,1,0,0,0,9,1394.0,179,6.65
1,0,1,1,0,1,1,0,1,0,1,1,33,1736.0,196,10.0
0,0,0,0,1,0,1,1,0,0,0,0,5,1377.0,172,3.18
1,0,1,0,0,1,0,1,0,1,1,0,18,1595.0,177,8.11
0,1,0,1,0,0,0,0,0,1,0,0,9,1523.0,271,3.94
1,1,1,1,0,0,1,0,0,0,0,0,4,1638.0,190,6.05
1,1,0,0,0,1,1,0,0,0,0,0,22,1608.0,154,5.16
0,0,0,0,0,0,0,0,0,1,1,1,0,1500.0,114,3.8
0,0,0,0,0,0,1,0,0,0,0,0,8,1440.0,176,2.41
1,0,1,0,0,0,0,0,0,1,0,1,0,1500.0,151,5.05
0,1,1,1,0,0,0,0,1,0,0,0,0,1500.0,116,4.42
1,1,0,1,0,0,0,0,1,0,0,0,8,1663.0,315,6.06
0,1,0,1,0,0,1,1,0,0,0,1,1,1564.0,162,5.64
0,1,0,1,0,0,0,0,0,1,1,0,0,1500.0,127,4.63
1,1,1,1,0,1,1,1,0,0,0,0,45,1863.0,109,9.21
1,1,0,1,1,1,0,0,1,1,0,0,2,1560.0,149,6.64
1,1,1,1,0,1,1,0,1,0,1,0,7,1480.0,227,9.83
0,0,1,1,1,1,1,0,1,0,0,0,6,1478.0,125,6.15
1,0,1,1,0,1,0,0,0,0,0,1,0,1500.0,186,6.29
1,1,1,1,0,0,0,0,0,0,0,0,10,1783.0,286,6.5
1,1,0,1,0,0,0,0,0,0,1,0,6,1489.0,166,4.84
1,1,1,1,0,1,1,0,1,0,0,1,3,1419.0,155,8.93
1,0,1,0,0,0,0,0,1,0,0,1,0,1500.0,179,4.87
0,0,1,0,0,0,0,0,0,0,0,0,0,1500.0,154,1.37
0,0,1,1,0,0,0,0,0,1,0,1,35,1802.0,232,6.81
1,0,1,1,0,1,0,0,1,1,1,1,0,1500.0,117,8.84
0,1,1,0,0,1,0,1,0,0,0,0,0,1500.0,139,4.49
1,1,1,1,1,0,1,0,1,0,0,0,0,1500.0,130,6.51
0,1,0,0,0,1,0,0,0,0,1,0,36,1515.0,163,4.41
1,1,0,1,0,1,0,0,0,0,0,1,10,1524.0,253,6.9
1,0,1,0,0,0,1,0,0,0,0,0,35,1838.0,171,6.8
0,1,1,0,1,0,0,1,0,0,0,0,39,2000.0,218,8.31
0,1,1,0,0,0,1,0,0,1,1,1,41,1873.0,142,9.97
0,1,0,1,0,1,1,0,1,1,0,1,5,1565.0,164,8.28
1,0,1,0,1,0,0,0,1,0,0,0,5,1551.0,193,5.88
1,1,1,0,0,0,0,0,0,1,0,1,28,2000.0,193,8.86
0,0,1,0,0,0,0,1,0,0,1,1,1,1610.0,177,6.67
1,1,0,1,0,1,0,1,0,0,1,1,0,1500.0,222,8.7
0,1,1,0,0,1,0,0,0,1,0,1,1,1242.0,125,4.51
0,1,1,1,0,0,1,1,1,0,0,1,13,1764.0,232,10.0
1,0,0,1,0,1,0,0,0,1,1,1,0,1500.0,136,6.52
0,1,1,1,1,0,1,0,0,0,1,1,22,1528.0,155,8.56
0,0,0,1,1,0,0,0,1,1,1,1,26,1611.0,272,8.63
0,1,1,0,0,1,1,1,0,0,1,1,0,1500.0,156,9.25
0,1,0,0,1,1,1,0,1,1,0,0,0,1500.0,144,7.04
0,0,1,1,0,0,1,0,0,0,0,0,0,1500.0,110,3.0
0,1,0,0,0,0,0,0,1,0,1,0,2,1275.0,104,3.77
1,0,1,0,0,1,0,0,1,1,1,0,6,1783.0,153,8.95
0,0,0,1,0,1,0,1,1,1,1,1,5,1677.0,135,8.74
0,1,1,1,0,1,1,0,1,1,0,0,31,1944.0,120,8.79
0,0,1,1,0,1,1,0,0,0,0,1,0,1500.0,190,4.98
0,1,0,1,0,1,0,0,0,0,0,1,10,1705.0,250,6.95
1,1,1,1,0,1,1,0,0,0,1,0,7,1623.0,159,8.31
1,1,1,1,1,1,1,0,1,0,0,0,15,1552.0,338,10.0
0,0,1,1,0,1,0,0,0,1,1,0,2,1500.0,148,5.29
1,1,0,0,0,0,0,0,1,1,0,0,5,1422.0,194,4.86
1,0,1,0,0,0,1,1,0,1,0,0,0,1500.0,275,7.21
1,0,0,1,0,0,0,0,1,0,0,0,0,1500.0,179,3.28
0,1,1,1,0,1,1,0,0,0,0,1,2,1342.0,145,5.91
0,1,1,1,0,0,1,0,0,1,0,0,5,1403.0,184,6.48
0,1,1,1,1,0,0,0,0,1,1,0,0,1500.0,210,7.91
1,1,1,1,0,0,0,0,0,1,0,0,27,2000.0,165,6.47
0,1,1,1,0,0,0,0,0,1,0,1,43,1822.0,146,6.5
1,0,1,1,0,1,1,0,0,1,0,0,8,1680.0,141,7.59
0,0,1,1,0,0,0,0,0,0,1,0,0,1500.0,245,5.2
0,0,0,1,1,0,0,0,1,1,0,0,16,1921.0,194,6.67
1,0,1,0,0,1,1,0,0,0,0,1,0,1500.0,267,7.13
0,0,1,1,0,1,0,0,0,1,1,1,15,1717.0,166,7.97
0,1,1,1,0,0,1,0,1,1,0,0,4,1371.0,187,6.2
1,0,1,1,0,0,0,0,1,0,0,1,0,1500.0,245,7.12
1,0,1,0,0,1,0,0,0,0,1,0,0,1500.0,121,4.66
1,1,1,0,0,0,0,0,1,0,0,1,4,1379.0,212,6.85
1,0,0,1,0,1,0,0,1,0,0,0,15,1617.0,149,4.88
1,1,1,0,0,0,1,0,1,0,0,0,0,1500.0,158,6.44
1,0,1,1,0,0,0,0,1,0,1,0,0,1500.0,136,6.12
0,0,1,0,0,0,0,0,0,0,0,1,0,1500.0,211,2.84
0,0,1,1,1,0,0,0,0,0,0,0,8,1868.0,203,6.0
0,1,1,1,0,1,0,0,0,0,0,1,5,1713.0,267,6.92
0,0,1,0,1,1,0,1,0,0,0,0,41,1940.0,210,8.55
1,1,1,1,0,1,0,0,0,0,0,0,16,1579.0,292,7.38
1,1,1,0,0,1,1,0,0,1,0,0,21,1716.0,232,8.72
1,0,0,1,0,1,0,0,0,1,0,1,0,1500.0,155,4.7
0,0,1,0,0,1,0,0,0,1,1,0,0,1500.0,126,4.58
1,0,1,1,0,1,0,0,0,0,0,0,6,1538.0,123,4.1
0,1,1,1,0,0,0,0,0,1,0,1,0,1500.0,157,4.73
1,1,1,0,1,0,0,0,1,0,0,0,33,1807.0,210,8.58
1,0,1,0,0,1,0,0,0,0,1,0,21,1528.0,144,5.29
0,1,1,0,0,1,0,0,1,0,1,0,0,1500.0,236,6.5
0,1,0,0,1,1,0,0,0,0,1,1,30,1615.0,209,8.59
0,0,1,0,0,1,0,0,0,0,0,1,0,1500.0,209,4.62
1,1,1,1,0,0,0,0,0,1,1,1,0,1500.0,170,7.96
1,0,1,1,0,1,0,0,0,1,0,1,0,1500.0,212,6.37
1,1,1,1,0,1,0,1,0,1,0,1,5,1549.0,162,8.88
0,1,1,1,0,0,1,0,1,1,0,0,22,1496.0,120,7.09
0,1,1,0,0,1,1,0,1,1,0,0,0,1500.0,108,5.85
1,1,1,1,0,1,1,0,1,0,0,1,20,1556.0,177,10.0
1,1,1,0,0,1,0,1,0,1,1,1,0,1500.0,129,8.46
0,1,1,1,0,1,1,0,0,1,1,0,49,1944.0,254,10.0
0,1,0,0,0,0,0,0,0,0,0,0,31,1809.0,194,3.36
1,1,1,1,0,0,1,0,0,1,1,1,15,1767.0,135,10.0
0,1,1,1,0,1,0,0,0,0,0,0,8,1342.0,145,4.17
0,1,0,0,1,0,0,0,0,0,0,1,0,1500.0,247,4.46
0,1,0,1,0,0,0,0,1,1,1,0,0,1500.0,181,7.06
0,0,0,1,0,0,0,0,0,1,0,0,5,1312.0,316,2.45
1,0,1,1,0,1,0,0,1,1,0,0,3,1675.0,275,7.9
1,0,0,1,1,0,0,1,0,1,0,1,10,1801.0,144,6.79
1,1,1,1,0,0,0,0,0,0,0,0,0,1500.0,269,6.23
0,0,1,0,1,1,1,0,1,0,0,1,7,1363.0,209,7.82
0,0,1,1,1,1,1,0,0,0,0,0,10,1423.0,179,4.87
0,0,0,1,1,1,0,1,0,1,0,0,0,1500.0,140,4.45
0,1,1,1,0,1,0,0,0,0,0,0,21,1741.0,182,6.15
1,0,1,0,0,0,0,0,0,1,0,1,4,1497.0,218,4.68
0,0,1,0,0,0,0,0,0,0,0,0,0,1500.0,132,1.43
0,0,1,1,1,0,0,0,0,1,0,0,0,1500.0,224,4.14
0,1,0,1,1,1,0,0,0,0,0,0,0,1500.0,151,3.88
0,1,1,1,1,0,1,1,1,0,0,1,0,1500.0,112,9.03
0,1,1,0,0,1,0,0,0,0,0,1,7,1528.0,178,6.3
0,1,0,0,0,0,0,0,0,0,0,0,44,1772.0,297,4.16
1,0,1,0,0,0,0,0,0,0,0,1,37,1927.0,121,6.16
0,1,1,1,0,1,0,1,1,1,0,1,1,1424.0,183,9.38
0,1,0,1,0,1,1,1,0,0,0,1,32,1729.0,146,7.9
1,1,0,1,0,0,0,0,0,1,0,0,44,1720.0,111,4.77
1,1,0,1,1,0,0,0,0,1,0,0,0,1500.0,227,4.97
1,1,1,1,0,0,1,0,1,1,0,1,38,1948.0,198,10.0
1,0,1,1,1,0,0,0,0,0,0,0,50,1895.0,166,7.03
